"name","email","phone","website","address","city","country","postcode","category"
"Kioskafé","dp@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","aaa@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","advertising@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","selim@dlx.co","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","klu@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","ao@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","subscriptions@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Kioskafé","pc@monocle.com","","http://kioskafe.com/","31 Norfolk place","London","UK","W2 1QH","convenience"
"Bread Ahead","admin@breadahead.com","+44 20 7403 5444","https://www.breadahead.com/","5-7 Pelham Street","London","UK","SW7 2ND","bakery"
"Bread Ahead","wholesale@breadahead.com","+44 20 7403 5444","https://www.breadahead.com/","5-7 Pelham Street","London","UK","SW7 2ND","bakery"
"Bread Ahead","online@breadahead.com","+44 20 7403 5444","https://www.breadahead.com/","5-7 Pelham Street","London","UK","SW7 2ND","bakery"
"Bread Ahead","working@breadahead.com","+44 20 7403 5444","https://www.breadahead.com/","5-7 Pelham Street","London","UK","SW7 2ND","bakery"
"Ben's Cookies","orders@benscookies.com","+44 20 7589 9155","https://www.benscookies.com/","9 Pelham Street","London","UK","SW7 2ND","confectionery"
"Moxon's","wholesale@thewimbledonsmokehouse.com","+44 20 8675 2468","https://moxonsfreshfish.com/","","London","UK","","seafood"
"Jones Bootmaker","helpdesk@jonesbootmaker.com","+44 20 3632 4183","http://jonesbootmaker.com/","320 High Holborn","London","UK","WC1V 7PU","shoes"
"Michael Rose","n@weddings.by.miriam.c.wahl","+44 20 7493 4941","https://michaelrose.com/","44-45 Burlington Arcade","London","UK","","jewelry"
"Tapi Carpets","edmonton@tapi.co.uk","+44 20 3846 1080","https://www.tapi.co.uk/stores/edmonton","","London","UK","","carpet"
"Viandas","info@viandasstores.com","+44 20 3514 3031","https://viandas.shop/gb/","38-40 Thurloe Street","London","UK","","butcher"
"Eres","serviceclient@eres.fr","+44 20 7629 8938","https://www.eresparis.com/","12-13 Burlington Arcade","London","UK","","clothes"
"August Bakery","harry@august-bakery.com","","https://www.august-bakery.com/","4-6A Battersea Rise","London","UK","SW11 1ED","bakery"
"August Bakery","hello@august-bakery.com","","https://www.august-bakery.com/","4-6A Battersea Rise","London","UK","SW11 1ED","bakery"
"Balfe's Bikes","support@balfesbikes.co.uk","+44 20 8671 1984","https://www.balfesbikes.co.uk/streatham/","87 Streatham Hill","London","UK","SW2 4UB","bicycle"
"Permanent Beauty","info@permanentbeauty.london","+44 20 8530 6222","https://permanentbeauty.london/","162 George Lane","London","UK","","beauty"
"Harvey Jones","info@harveyjones.com","","https://www.harveyjones.com/","182 Northcote Road","London","UK","SW11 6RE","kitchen"
"Susannah Lovis","info@susannahlovis.com","+44 20 7493 2008","https://www.susannahlovis.com/","50 Burlington Arcade","London","UK","","jewelry"
"Uni Healthcare","yona@unihealthcare.co.uk","+44 20 7253 5892","http://www.unihealthcare.co.uk/","","London","UK","","beauty"
"Uni Healthcare","clinic@unihealthcare.co.uk","+44 20 7253 5892","http://www.unihealthcare.co.uk/","","London","UK","","beauty"
"Tailor Made London","info@tailormadelondon.com","+44 20 7566 0077","http://tailormadelondon.com/","80 Britannia Walk","London","UK","","clothes"
"Allens Pharmacy","info@thepharmacycentre.com","+44 20 8989 3353","https://allenspharmacy.co.uk/","19 Electric Parade","London","UK","E18 2LY","pharmacy"
"Ocean Pharmacy","info@oceanpharmacy.co.uk","+44 20 8989 5960","https://www.oceanpharmacy.co.uk/index.asp","30 High Road","London","UK","E18 2QL","pharmacy"
"BoConcept","notting-hill@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","support@boconcept.com","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","chichester@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","manchester@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","guildford@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","edinburgh@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","york@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","rbm@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","tcrlondon@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","glasgow@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","stalbans@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","birmingham@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","battersea-reach@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","cheltenham@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","canterbury@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","fr_london@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","kingston@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","fenwick.newcastle@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","westfield@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","cardiff@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","brent-cross@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","harrods@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","exeter@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","bristol@boconcept.co.uk","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"BoConcept","arnotts@boconcept.ie","+44 20 7792 4111","https://www.boconcept.com/en-gb/stores/find-your-local-store/united-kingdom/london/boconcept-notting-hill","18-24 Westbourne Grove","London","UK","","furniture"
"Orhan","info@orhanlondontailoring.com","","https://www.orhanlondontailoring.com/","25a Pitfield Street","London","UK","N1 6HB","tailor"
"Carpetright","wimbledontapi@tapi.co.uk","+44 20 3989 9540","https://www.carpet-right.co.uk/stores/wimbledon-carpetright","","London","UK","","carpet"
"Hypoxi","info@hypoxiwls.co.uk","+44 20 8989 2700","https://www.hypoxiwls.co.uk/","24 High Road","London","UK","E18 2QL","beauty"
"The Kew Bookshop","orders@hewsonbooks.co.uk","","https://hewsonbooks.co.uk","","London","UK","","books"
"The Kew Bookshop","kew@hewsonbooks.co.uk","","https://hewsonbooks.co.uk","","London","UK","","books"
"The Kew Bookshop","sheen@hewsonbooks.co.uk","","https://hewsonbooks.co.uk","","London","UK","","books"
"Woodford Aquatics","woodfordaquatics@hotmail.co.uk","","https://www.woodfordaquatics.co.uk/","115-117 Maybank Road","London","UK","E18 1EJ","pet"
"Allure Nails","info@allurenailsacademy.co.uk","+44 20 8989 7511","https://www.allurenails.co.uk/","75 George Lane","London","UK","","beauty"
"CreativeQuilting","info@creativequilting.co.uk","+44 20 8941 7075","https://www.creativequilting.co.uk/","32 Bridge Road","East Molesey","UK","KT8 9HA","fabric"
"David Clulow","ecomm.queries@davidclulow.com","+44 1322 624915","https://www.davidclulow.com/","Guildhall","Greenhithe","UK","DA9 9SS","optician"
"David Clulow","customer.care@davidclulow.com","+44 1322 624915","https://www.davidclulow.com/","Guildhall","Greenhithe","UK","DA9 9SS","optician"
"Hackney Cycles","contacts@hackney-cycles.co.uk","","https://www.hackney-cycles.co.uk/","507 Hackney Road","London","UK","E2 9ED","bicycle"
"The White Company","customerservice@thewhitecompany.com","+44 1322 423623","https://www.thewhitecompany.com/uk/","Guildhall","Greenhithe","UK","DA9 9SS","clothes"
"Burberry","customerservice@burberry.com","+44 20 7980 8426","https://uk.burberry.com/","2 Brompton Road","London","UK","","clothes"
"Phase Eight","webenquiries@phase-eight.co.uk","+44 1322 473528","https://www.phase-eight.com/","Guildhall","Greenhithe","UK","DA9 9ST","clothes"
"Phase Eight","pr@phase-eight.co.uk","+44 1322 473528","https://www.phase-eight.com/","Guildhall","Greenhithe","UK","DA9 9ST","clothes"
"Gorj Beauty","gorjbeauty@icloud.com","","https://www.gorjbluewater.co.uk/","Guildhall","Greenhithe","UK","DA9 9SS","beauty"
"Dune London","customerexperience@dunelondon.com","+44 1322 427596","https://www.dunelondon.com/","Guildhall","Greenhithe","UK","DA9 9SS","shoes"
"Bespoke & Tailoring","info@bespokeandtailoring.com","+44 1322 383871","https://bespokeandtailoring.com/","Rose Gallery","Greenhithe","UK","DA9 9SP","clothes"
"Jo Malone","elconline@estee.com","+44 370 192 5941","https://www.jomalone.co.uk/","Guildhall","Greenhithe","UK","DA9 9ST","perfumery"
"Bagel Factory","eat@bagelfactory.co.uk","+44 20 7706 1711","https://www.bagelfactory.co.uk/locations","175 Praed Street","London","UK","W2 1RH","bakery"
"The Ginger Pig","hello@thegingerpig.co.uk","","https://thegingerpig.co.uk/","3 Clock House Parade","London","UK","E11 2AG","butcher"
"The Ginger Pig","enquiries@thegingerpig.co.uk","","https://thegingerpig.co.uk/","3 Clock House Parade","London","UK","E11 2AG","butcher"
"Joy","contactus@joythestore.com","+44 20 7489 7123","https://www.joythestore.com/","5 Paternoster Row","London","UK","EC4M 7EJ","clothes"
"Nigel Rayment","info@nigelrayment.co.uk","","https://www.nigelraymentboutique.co.uk/boutiques/london","13 New Quebec Street","London","UK","","clothes"
"Nigel Rayment","sean@seanrayment.co.uk","","https://www.nigelraymentboutique.co.uk/boutiques/london","13 New Quebec Street","London","UK","","clothes"
"Nigel Rayment","xxx@xxx.xxx","","https://www.nigelraymentboutique.co.uk/boutiques/london","13 New Quebec Street","London","UK","","clothes"
"Shefa Beauty Lounge","nfo@shefabeauty.com","","https://www.shefabeautylounge.co.uk/","337 Green Lanes","London","UK","N4 1DZ","beauty"
"Shefa Beauty Lounge","info@shefabeauty.com","","https://www.shefabeautylounge.co.uk/","337 Green Lanes","London","UK","N4 1DZ","beauty"
"Case","info@casefurniture.com","","http://www.casefurniture.co.uk/contact/","23 East Hill","London","UK","SW18 2HZ","furniture"
"Case","press@casefurniture.com","","http://www.casefurniture.co.uk/contact/","23 East Hill","London","UK","SW18 2HZ","furniture"
"Great 4 Hair","sales@great4hair.co.uk","","https://www.great4hair.com/","18-20 Seymour Place","London","UK","","hairdresser"
"Sam99p","info@sam99p.co.uk","","https://www.sam99p.co.uk/stores/sam99p/","194-196 High Road","Ilford","UK","IG1 1LR","variety_store"
"Peacocks","customercare@peacocks.co.uk","+44 20 7281 3784","https://www.peacocks.co.uk/store-detail?storeID=6308&storeName=PEACOCKS-HOLLOWAY","","London","UK","","clothes"
"Hallmark","customersupport@hallmark.co.uk","+44 1923 265993","http://www.hallmark.co.uk/","42 High Street","Abbots Langley","UK","WD5 0AR","stationery"
"Hallmark","connected@hallmark.com","+44 1923 265993","http://www.hallmark.co.uk/","42 High Street","Abbots Langley","UK","WD5 0AR","stationery"
"Shenol hair","info@shenolhair.com","+44 20 7935 1669","https://www.shenolhair.com/","12a Crawford Street","London","UK","W1U 6BA","hairdresser"
"London Beatles Store","orders@beatlesstorelondon.co.uk","+44 20 7935 4484","http://www.beatlesstorelondon.co.uk","231-233 Baker Street","London","UK","","gift"
"point 5","info@point5kitchens.co.uk","+44 20 8883 5795","https://www.point5kitchens.co.uk","474 Muswell Hill Broadway","London","UK","","kitchen"
"Tracksmith","london@tracksmith.com","","https://www.tracksmith.com/gb/pages/trackhouse-london","23-25 Chiltern Street","London","UK","","clothes"
"Sunspel","customerservice@sunspel.com","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Sunspel","wholesale@sunspel.com","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Sunspel","poppy.flatau@sunspel.com","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Sunspel","jon.holt@massey.co.uk","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Sunspel","thomas@dlx.co","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Sunspel","mw@aclandco.com","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Sunspel","t.urano@tau-network.com","","https://www.sunspel.com/row/","13-15 Chiltern Street","London","UK","","clothes"
"Oxfam Bookshop","oxfamshopf8092@oxfam.org.uk","","https://www.oxfam.org.uk/shops/oxfam-bookshop-wanstead/","1 Clock House Parade","London","UK","E11 2AG","books"
"Woodford Cycle Centre","matt@pixelspread.com","+44 20 8989 3200","https://woodfordcyclecentre.co.uk/","53a George Lane","London","UK","E18 1LN","bicycle"
"Woodford Cycle Centre","hello@rfuenzalida.com","+44 20 8989 3200","https://woodfordcyclecentre.co.uk/","53a George Lane","London","UK","E18 1LN","bicycle"
"Woodford Cycle Centre","andy@woodfordcyclecentre.co.uk","+44 20 8989 3200","https://woodfordcyclecentre.co.uk/","53a George Lane","London","UK","E18 1LN","bicycle"
"Medici Gallery","info@medicigallery.co.uk","+44 20 7589 1363","http://www.medicigallery.co.uk/","26 Thurloe Street","London","UK","SW7 2LT","gift"
"Medici Gallery","info@medici.co.uk","+44 20 7589 1363","http://www.medicigallery.co.uk/","26 Thurloe Street","London","UK","SW7 2LT","gift"
"Specsavers","customer.eltham.uk@specsavers.com","+44 20 8850 8800","https://www.specsavers.co.uk/stores/eltham","82-84 Eltham High Street","London","UK","SE9 1BW","optician"
"Specsavers","hjvp.eltham.uk@specsavers.com","+44 20 8850 8800","https://www.specsavers.co.uk/stores/eltham","82-84 Eltham High Street","London","UK","SE9 1BW","optician"
"Hard Rock Cafe shop","first.last@company.com","","https://rockshop.hardrock.com/","1 Old Park Lane","London","UK","","gift"
