EMAIL,FIRSTNAME,LASTNAME,WEBSITE
help@vanclarke.com,Michael,Van Clarke,https://www.vanclarke.com/
helpdesk@jonesbootmaker.com,Jones,Bootmaker,http://jonesbootmaker.com/
herengracht@anna-nina.nl,anna,+ nina,https://www.anna-nina.nl/
hertford@saks-salons.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
hessle@the-eye-place.co.uk,Schuller,Opticians,http://schulleropticians.com/
hexham@sakshair.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
heyyou@branchingoutshop.com,Branching,Out,https://www.branchingoutshop.com/
hi@adamgroomingatelier.com,Adam,Grooming Atelier,https://adamgroomingatelier.com/locations/fitzrovia/
hi@barnesandbray.com,Barnes,& Bray,https://www.barnesandbray.com/
hi@mystore.com,Old,Post Office Bakery,https://www.oldpostofficebakery.com
hi@thedesserts.co.uk,The,Desserts Hub & Café,https://thedesserts.co.uk/
hi@typemade.mx,Elizabeth,Ross Hair & Beauty,https://elizabethross.co.uk/
highgate@huwsgray.co.uk,Huws,Gray,https://www.huwsgray.co.uk/storefinder/store/highgate-1130
hire@finepoint.co.uk,Finepoint,Broadcast Ltd,https://www.finepoint.co.uk/
hires@betonbrut.co.uk,Beton,Brut,https://betonbrut.co.uk/
hirethelot@jewson.co.uk,Jewson,Jewson,https://www.jewson.co.uk/branch-finder/croydon-lower-addiscombe-road-branch/
hjvp.eltham.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/eltham
hjvp.epsom.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/epsom
hjvp.walworth.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/walworth
hjvp.watford.uk@specsavers.com,Specsavers,Specsavers,https://www.specsavers.co.uk/stores/watford
holborn.shop@ctshirts.co.uk,Charles,Tyrwhitt,https://www.charlestyrwhitt.com/uk/stores?StoreID=london-victoria
holly@dashingtweeds.co.uk,Dashing,Tweeds,https://www.dashingtweeds.co.uk/
home-shop-mgr.s04273@asda.uk,Asda,Express,https://storelocator.asda.com/london/acton/unit-b-bobbin-house
hops@pietrosimone.com,Pietro,Simone Skincare,https://pietrosimone.com/
hornetskensington@yahoo.co.uk,Hornets,Hornets,https://hornetskensington.co.uk/
hounslow.store@sallybeauty.com,Sally,Beauty,https://www.sallybeauty.co.uk/storeinfo?StoreID=4419
houseofsassoon@sassoonglobal.com,Sassoon,Hair Salon,https://www.sassoon-salon.com/en/salon/uk/salons/london-chelsea
hoxton@butcherssalon.com,Butchers,Salon,https://www.butcherssalon.com
hr@rawlingsopticians.co.uk,Rawlings,Opticians,https://www.rawlingsopticians.co.uk/caterham-optician.php
hr@slowear.com,The,Slowear Store,https://www.slowear.com/en
hr@tlc-direct.co.uk,TLC,Electrical Distributors,https://www.tlc-direct.co.uk/
hsk@gailsbread.co.uk,GAIL's,GAIL's,https://gails.com/pages/high-street-kensington
hugo@rawlinsgeorge.co.uk,Roundhouse,Roundhouse,https://roundhousedesign.com/
hulldl@saks-salons.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
humclear@btinternet.com,GR,Humber: House Clearance,https://www.humberclearance.co.uk/
huttonroadfisheries@hotmail.co.uk,Hutton,Road Fisheries,https://www.huttonroadfisheries.co.uk/
icare.pharmacy@nhs.net,iCare,Pharmacy,https://icare-pharmacy.co.uk/
iinfo@chambersbespoketailors.co.uk,Chambers,Chambers,https://www.chambersbespoketailors.co.uk/
ilkley@saks-salons.co.uk,Saks,Hair & Beauty,https://www.saks.co.uk/salons/addlestone/
info-leicester@estehairmedical.com,Estehair,Medical,https://www.estehairmedical.com/
info-nottingham@estehairmedical.com,Estehair,Medical,https://www.estehairmedical.com/
info.gb@booksy.com,Headquarter,Headquarter,https://booksy.com/en-gb/62640_headquarter-image-styling-lounge_barber-shop_25535_united-kingdom
info.malle@veloris.com,Ecobat,Battery,https://www.ecobatbattery.com/
info.rotterdam@veloris.com,Ecobat,Battery,https://www.ecobatbattery.com/
info.us@booksy.com,Tony,& Son,https://tonyandsonbarbers.booksy.com
info.wormerveer@veloris.com,Ecobat,Battery,https://www.ecobatbattery.com/
info@103.studio,One,O Three Studio,https://103.studio/
info@282portobello.com,282,portobello,https://www.282portobello.london/
info@36opticians.co.uk,36,Opticians,https://36opticians.co.uk/
info@aashniandco.com,Aashni,& Co,https://www.aashniandco.com/about
info@abishairspa.co.uk,Abi's,Hair & Beauty,https://www.abishairspa.co.uk/
info@aboutthe.bike,about,the BIKE,https://www.aboutthe.bike
info@abrepojunction.co.uk,ABREPO,JUNCTION Supermarket,http://abrepojunction.co.uk/index.html
info@accessgaragedoors.com,Access,Garage Doors,https://www.accessgaragedoors.com/
info@aerblowdrybar.com,Aer,Aer,https://aerblowdrybar.com/
info@ais.ae,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@alandkingbarber.co.uk,Aland,King Barber,https://www.alandkingbarber.co.uk/
info@aldermanspharmacy.com,Alderman's,Pharmacy,https://aldermanspharmacy.com/
info@allfarthing.wandsworth.sch.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@allurenailsacademy.co.uk,Allure,Nails,https://www.allurenails.co.uk/
info@alphashadows.com,Alpha,Shadows,https://www.alphashadows.com
info@altimus.co.uk,Altimus,Altimus,https://www.altimusoutdoor.com/
info@alveenacasa.com,Alveena,Casa,https://www.alveenacasa.com/
info@amalpharmacy.com,Amal,Pharmacy,https://www.amalpharmacy.com/
info@amirgold.co.uk,Amir,Jewellers,https://www.amirgold.co.uk/
info@amityhair.com,Amity,Hair,
info@amrapalijewels.com,Amrapali,Amrapali,https://amrapalijewels.com/
info@anabelachan.com,Anabela,Chan,https://anabelachan.com
info@andreasveg.co.uk,Andreas,Andreas,https://www.andreasveg.co.uk/
info@andrewflemingflorist.co.uk,Andrew,Fleming,https://www.andrewflemingflorist.net
info@andy-monzer.co.uk,Andy,Monzer,https://www.andymonzer.co.uk/
info@andytuly.co.uk,Andy,& Tuly,http://www.andytuly.co.uk/
info@angelhairatelier.com,Angel,hair atelier,https://www.angelhairatelier.com
info@apc.fr,A.P.C.,A.P.C.,https://www.apcstore.co.uk/
info@apollobakery.com,Apollo,Bakery,https://apollobakery.co.uk/
info@apsleytailors.com,Apsley,Apsley,http://www.apsleytailors.com/
info@archies-surbiton.co.uk,Archie's,Surbiton,
info@archivefurniture.co.uk,Archive,Furniture,https://www.archivefurniture.co.uk/
info@armadapharmacy.net,Armada,Pharmacy,https://www.nhs.uk/services/pharmacy/armada-pharmacy/FNT96/contact-details-and-opening-times
info@armstrongandnorth.com,Robert,Murrell Optomotrist,https://armstrongandnorth.com
info@artesiantailoring.co.uk,Artesian,Tailoring,http://www.artesiantailoring.co.uk/
info@arthurrazor.com,Arthur,Razor,https://arthurrazor.com/
info@ash.rbkc.sch.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@aspermarble.co.uk,Asper,Marble,https://aspermarble.co.uk
info@asquithsoflondon.co.uk,Asquiths,Asquiths,https://www.asquithsoflondon.co.uk/
info@assmann.de,Assmann,Assmann,http://assmann.co.uk/
info@auerbach-steele.com,Auerbach,& Steele,https://www.auerbach-steele.com/
info@aurahairlondon.com,Aura,Aura,https://www.aurahairlondon.com
info@auraorganicsspa.com,Aura,Organics,https://www.auraorganicsspa-greenwich.com/
info@autumnandmay.co.uk,Autumn,and May,https://www.autumnandmay.co.uk/
info@axisclinic.co.uk,The,Axis Clinic,https://axisclinic.co.uk/
info@ayannaspa.co.uk,Ayanna,Spa,https://www.ayannaspa.co.uk/
info@ayannaspa.com,Ayanna,Spa,https://www.ayannaspa.co.uk/
info@bagista.co.uk,Bagista,Bagista,https://bagista.co.uk/
info@bakeandcake.co.uk,Bake,& Cake,www.bakeandcake.co.uk
info@barberette.co.uk,Barberette,London,https://www.barberette.co.uk/london
info@barronsalon.com,Barron,Barron,https://www.barronsalon.com
info@beards.co.uk,Beards,Beards,https://www.beards.co.uk/
info@beauty-withinuk.com,Simplicity,Simplicity,http://simplicitysurbiton.co.uk/
info@beautyboxbychristine.co.uk,Beauty,Box by Christine,https://www.beautyboxbychristine.co.uk/
info@bellandsonsbutchers.co.uk,Bell,& Sons,https://bellandsonsbutchers.co.uk/
info@bellasgonehome.com,Bella’s,Gone Home,https://www.bellasgonehome.com/
info@bellesflorist.co.uk,Belles,Florist,https://www.bellesflorist.co.uk/
info@benandfis.com,Ben,& Fis,http://www.benandfis.com
info@bennisonfabrics.com,Bennison,Fabrics,https://www.bennisonfabrics.com/
info@bermondseycorner.co.uk,Bermondsey,Corner,https://www.bermondseycorner.co.uk/
info@bespokeandtailoring.com,Bespoke,& Tailoring,https://bespokeandtailoring.com/
info@bespokegoldsmith.com,Bespoke,Goldsmith,https://bespokegoldsmith.co.uk/
info@betonbrut.co.uk,Beton,Brut,https://betonbrut.co.uk/
info@bevansbutchers.com,Bevan's,Butchers,https://bevansbutchers.com/
info@bgwm.co.uk,Blanco,& Gomez Wine Merchants,https://www.bgwm.co.uk/
info@bicyclenation.co.uk,Bicycle,Nation,https://www.bicyclenation.co.uk/
info@bigginhillcarpets.com,Biggin,Hill Carpets,https://www.bigginhillcarpets.com/
info@bizaracards.com,Bizara,Bizara,https://bizaracards.com/
info@blackheathtyres.co.uk,Blackheath,Tyres,https://www.blackheathtyres.com/
info@blakesheaven.com,Blake's,Heaven,https://www.blakesheaven.com/
info@blenheimforge.co.uk,Blenheim,Forge,https://www.blenheimforge.co.uk/
info@blessbakes.co.uk,Bless,Bakes,https://blessbakes.co.uk/
info@blu-gates.co.uk,Blu-Gates,Blu-Gates,https://www.blu-gates.co.uk/
info@blue17.co.uk,Blue,17 Vintage Clothing,https://www.blue17.co.uk/
info@bluealmonds.co.uk,Blue,Almonds,https://bluealmonds.co.uk/
info@bodysilk.co.uk,Body,Silk Clinic,https://bodysilk.co.uk/
info@boltandbearing.co.uk,Bolt,and Bearing (London) Ltd,https://www.boltandbearing.co.uk/
info@bondsjewellery.co.uk,Bonds,of Brentwood,https://bondsofbrentwood.co.uk
info@bookforcooks.com,Books,for Cooks,https://www.booksforcooks.com/
info@brahamopticians.co.uk,Eye,Emporium,https://www.eye-emporium.com/pages/eye-emporium-acton
info@breathe-barbers.com,Breathe,Barbers,https://www.breathe-barbers.co.uk/
info@brinkleys.com,Brinkley's,Wine Shop,https://www.brinkleys.com/wineshop
info@bromptonskensington.co.uk,Bromptons,Optician,https://www.bromptons-opticians.co.uk/
info@bubbleshairstudio.co.uk,Bubbles,Hair Studio,http://www.bubbleshairstudio.co.uk/
info@bucklandprimary.surrey.sch.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@bunchhackney.com,Bunch,Hackney,
info@bunka.co.uk,Bunka,Bunka,https://bunka.co.uk
info@butchercurnow.com,Butcher,Curnow,https://www.butchercurnow.com/
info@bykimberlygraham.co.uk,The,Beauty Parlour,https://bykimberlygraham.co.uk/
info@cakehousebakery.com,Cake,House Bakery,https://www.cakehousebakery.com/
info@cakeology.net,Cakeology,Cakeology,
info@cakesbytrudi.co.uk,Cakes,By Trudi,https://www.cakesbytrudi.co.uk/
info@callunaflowers.co.uk,Calluna,flowers,https://www.callunaflowers.co.uk/
info@carhartt-wip.com,Carhartt,Carhartt,https://www.carhartt-wip.com/en
info@carpetclass.co.uk,Carpet,Class,https://www.carpetclass.co.uk
info@carpetsofchelsea.com,Capitol,Carpets,https://www.carpetsofchelsea.com/
info@cartridge-refill.co.uk,Cartridge,Refill,http://cartridge-refill.co.uk
info@casefurniture.com,Case,Case,http://www.casefurniture.co.uk/contact/
info@caseysclapton.com,Casey's,Casey's,https://www.caseysclapton.com/
info@celebweddingandevents.co.uk,Celebrations,Celebrations,http://www.onlinecelebrations.co.uk/
info@celestolite.co.uk,Celestolite,Celestolite,https://celestolite.co.uk/
info@chalklondon.com,Chalk,Chalk,https://www.chalklondon.com
info@chandlerwright.com,Chandler,Wright,https://chandlerwright.com/
info@charlesartisanbread.co.uk,Charles,Artisan Bread Cafe,https://charlesartisanbread.co.uk/locations
info@charlesdancejewellers.co.uk,Charles,Dance Jewellers and Pawnbrokers,https://charlesdancejewellers.co.uk
info@charming.me.uk,Charming,Beauty Salon,https://charming.me.uk
info@chaseandsorensen.com,Chase,& Sorensen,https://chaseandsorensen.com/
info@chatsworthgreen.co.uk,Chatsworth,Green,http://chatsworthgreen.co.uk/
info@cheekwellbeing.com,Cheek,Wellbeing Ltd,http://www.cheekwellbeing.com/
info@chelseacakeshop.co.uk,The,Chelsea Cake Shop,https://www.chelseacakeshop.co.uk/
info@chelseaeyecentre.com,Chelsea,Eye Centre,https://chelseaeyecentre.co.uk/
info@chelseagreenpharmacy.co.uk,Chelsea,Green Pharmacy,https://chelseagreenpharmacy.co.uk/
info@chertseyhighschool.co.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@chestnutgrove.wandsworth.sch.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@childrenofthemekong.org,Children,of the Mekong Charity Shop,https://www.childrenofthemekong.org/
info@chiswickbeautique.co.uk,Chiswick,Beautique,https://www.chiswickbeautique.co.uk/
info@chloealberry.com,Chloe,Alberry,https://chloealberry.com
info@choppersbarbers.co.uk,Choppers,Barbers,https://www.choppersbarbers.co.uk/
info@christchurch.wandsworth.sch.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@clarendon.surrey.sch.uk,School,Uniforms Direct,https://www.schooluniformdirect.co.uk
info@classicbeautylondon.co.uk,Classic,Beauty London,https://classicbeautylondon.co.uk/
info@clayhallbeauty.co.uk,Clayhall,Beauty,https://clayhallbeauty.co.uk
info@clutch-cafe.com,Clutch,Cafe,https://clutch-cafe.com/
info@coachhouse.com,Coach,House London Showroom,https://coachhouse.com/find-us
info@cobham-beauty.co.uk,Cobham,Beauty & Laser,https://www.cobham-beauty.co.uk
info@cobhambooks.com,Cobham,Bookshop,https://www.cobhambooks.com
info@collingeandclark.co.uk,Collinge,& Clark,http://www.collingeandclark.co.uk/
info@communityshopnewham.co.uk,The,Crafted Corner,https://www.communityshopnewham.co.uk/
info@company.com,Alexander,Barbers,https://alexanderbarbers.com
info@comptoncycles.co.uk,Compton,Cycles,https://www.comptoncycles.co.uk/
info@concretehair.co.uk,Concrete,Hair,http://concretehair.co.uk/
info@confettiandlace.com,Confetti,& Lace,https://www.confettiandlace.com/
info@corneliani.it,Corneliani,Corneliani,https://www.corneliani.com/it/it/
info@coughlans.com,Coughlan's,Bakery,https://www.coughlansbakery.co.uk/our-shops/
info@couvertureandthegarbstore.com,Couverture,& The Garbstore,https://www.couvertureandthegarbstore.com/
info@cpgb-ml.org,Saklatvala,Hall,https://www.cpgb-ml.org/
info@creativequilting.co.uk,CreativeQuilting,CreativeQuilting,https://www.creativequilting.co.uk/
info@crispinsshoes.com,Crispins,Shoes,https://www.crispinsshoes.com/
info@crombie.co.uk,Crombie,Crombie,https://www.crombie.co.uk/
info@cromfordleather.co.uk,Cromford,Leather Co.,https://www.cromfordleather.co.uk/
info@crouchdesign.co.uk,Crouch,Design LTD,https://crouchdesign.co.uk/
info@crumbsanddoilies.co.uk,Crumbs,and Doilies,https://www.crumbsanddoilies.co.uk/
info@crystalise-salon.co.uk,Crystalise,Crystalise,https://crystalise-salon.co.uk
info@ctshirts.co.uk,Charles,Tyrwhitt,https://www.charlestyrwhitt.com/uk/stores?StoreID=london-victoria
info@cullimorechemist.co.uk,Cullimore,Pharmacy,
info@curfewcompany.com,Curfew,Grooming,https://www.curfewcompany.com/
info@customwerks-group.com,Customwerks,Distribution,
info@cyclefixlondon.co.uk,Cycle,Fix London,https://www.cyclefixlondon.co.uk/
info@cyclistsfc.org.uk,The,Charity Bike Shop,https://cyclistsfc.org.uk/london-shop/
info@d3r.com,Monica,Vinader,https://www.monicavinader.com/
info@dancingchain.co.uk,Dancing,Chain Bike Shop,https://www.dancingchain.co.uk/
info@danielsevenhairdressing.com,Daniel,Daniel,https://danielsevenhairdressing.com/
info@dapperlondon.co.uk,Dapper,Dapper,https://www.dapperlondon.co.uk/
info@darkartscoffee.co.uk,Dark,Arts Coffee,https://www.darkartscoffee.co.uk/
info@darksugars.co.uk,Dark,Sugars Chocolates,https://www.darksugars.co.uk
info@dashingtweeds.co.uk,Dashing,Tweeds,https://www.dashingtweeds.co.uk/
info@dattyres.co.uk,Harlesden,Tyres,https://www.dattyres.co.uk/harlesden-branch
info@davidfaulder.com,David,Faulder Opticians,https://davidfaulder.com/
info@davidfaulderopticians.com,David,Faulder Opticians,https://davidfaulder.com/
info@davidpaulopticians.co.uk,Schuller,Opticians,http://schulleropticians.com/
info@davids-deli.co.uk,David's,Deli,https://www.davids-deli.co.uk/
info@daviesandson.com,Davies,& Son,https://www.daviesandson.com/
info@delight-wedlinka.co.uk,Delight,Delight,https://www.delight-wedlinka.co.uk/en
info@delightkb.com,DelightKB,DelightKB,https://www.delightkb.com
info@delta-bakery.com,Delta,Bakery,https://delta-bakery.com/
info@diana-george.co.uk,Diana,& George,https://www.diana-george.co.uk/
info@divas-n-dudes.com,Divas,& Dudes Hair Boutique,https://www.divas-n-dudes.com/
info@divinebrazilian.co.uk,Divine,Brazilian Hair & Beauty,https://divinebrazilian.co.uk/
info@dmcaesthetics.com,DMC,Aesthetics,https://dmcaesthetics.com/
info@doggonefabulous.co.uk,Doggone,Fabulous,
info@doorsteppharmacy.com,Doorstep,Pharmacy - Travel Health Clinic,https://www.doorsteppharmacy.com/
info@doppiocoffee.co.uk,Doppio,Coffee,https://doppiocoffee.co.uk/
info@dorabeauty.co.uk,Dora,Beauty Clinic,
info@drjoneydesouza.com,Dr,Joney De Souza Skin & Laser Clinic,https://www.drjoneydesouza.com/
info@drpeel.co.uk,D.R.,Peel,https://www.drpeel.co.uk/
info@drtimevans.co.uk,Chelsea,Green Pharmacy,https://chelseagreenpharmacy.co.uk/
info@dulwichvintners.co.uk,Dulwich,Vintners,https://www.dulwichvintners.co.uk/
info@dunns-bakery.co.uk,Dunns,Dunns,https://dunns-bakery.co.uk
info@dwwood.co.uk,D.W.,General Wood Machinists ltd.,https://dwgeneralwood.co.uk
info@e5bakehouse.com,E5,Bakehouse,https://e5bakehouse.com/
info@eddiesdogshop.com,Eddie's,Dog Shop,https://www.eddiesdogshop.com/
info@eegroup.co.uk,Eyre,& Elliston,https://www.eyreandelliston.co.uk/branches/sunbury
info@eighty-8.co.uk,Eighty-8,Eighty-8,https://www.eighty-8.co.uk/
info@electricdaisyflowerfarm.co.uk,Electric,Daisy Flower Farm,https://electricdaisyflowerfarm.co.uk/
info@elegantstitch.co.uk,Elegant,Stitch,http://www.elegantstitch.co.uk
info@elevatewellness.uk,elevate,elevate,https://www.theroyalexchange.co.uk/elevate/
info@eliasfish.co.uk,Elias,Fish,https://eliasfish.co.uk
info@eliotzed.com,Eliot,Zed,https://eliotzed.com/
info@elizajanehowell.com,Eliza,Jane Howell,https://www.elizajanehowell.com/
info@ellisandthompson.com,Ellis,& Thompson,https://ellisandthompson.com
info@emsbarbershop.co.uk,Em's,Barbershop,https://www.emsbarbershop.co.uk/
info@energytoseek.com,Energy,To Seek,http://www.energytoseek.com/
info@estehairmedical.com,Estehair,Medical,https://www.estehairmedical.com/
info@exclusiveaestheticsawb.com,Exclusive,Aesthetics and Wellbeing,https://exclusiveaestheticsawb.com/
info@eye-emporium.com,Eye,Emporium,https://www.eye-emporium.com/
info@eyesandsmiles.co.uk,Eyes,& Smiles,https://www.eyesandsmiles.co.uk
info@f4fade.co.uk,f4fade,f4fade,https://www.f4fade.co.uk
info@fabrique.co.uk,Fabrique,Bakery,http://fabrique.co.uk/
info@facegym.com,FACEGYM,FACEGYM,https://www.facegym.com/
info@fadestation.co.uk,Fade,Station,http://www.fadestation.co.uk/
info@fameedkhalique.com,Fameed,Khalique,https://www.fameedkhalique.com/
info@familyeyecare.co.uk,Family,Eyecare,https://familyeyecare.co.uk/
info@farmerbrothers.co.uk,Farmer,Brothers,https://www.farmerbrothers.co.uk/
info@fierandfolk.com,Jo,Malone,https://www.theroyalexchange.co.uk/Jo-Malone-London/
